dataset,profile_id,day,season,algorithm,run,cost,runtime_s
synthetic,2025-05-30_rep00,2025-05-30,cloudy,GA (P=50),1,6.944801564231346,0.07988595962524414
synthetic,2025-05-30_rep00,2025-05-30,cloudy,GA (P=100),0,6.331318976252236,0.15624380111694336
synthetic,2025-05-30_rep00,2025-05-30,cloudy,GA (P=100),1,6.146064592170365,0.15722084045410156
synthetic,2025-05-30_rep00,2025-05-30,cloudy,PSO,0,8.50225713418167,0.055721282958984375
synthetic,2025-05-30_rep00,2025-05-30,cloudy,PSO,1,7.580254194083864,0.05571889877319336
synthetic,2025-05-30_rep00,2025-05-30,cloudy,GWO,0,7.1892436799351715,0.1188516616821289
synthetic,2025-05-30_rep00,2025-05-30,cloudy,GWO,1,7.364217777548051,0.11921215057373047
synthetic,2025-05-30_rep00,2025-05-30,cloudy,Hybrid,0,9.284121371836902,0.06617879867553711
synthetic,2025-05-30_rep00,2025-05-30,cloudy,Hybrid,1,7.266458319766997,0.06616473197937012
synthetic,2025-06-12_rep00,2025-06-12,summer,GA (P=50),0,6.984468496975002,0.07922577857971191
synthetic,2025-06-12_rep00,2025-06-12,summer,GA (P=50),1,6.5328852921290705,0.07963705062866211
synthetic,2025-06-12_rep00,2025-06-12,summer,GA (P=100),0,6.137817797476281,0.15737318992614746
synthetic,2025-06-12_rep00,2025-06-12,summer,GA (P=100),1,6.0554229529857455,0.1566784381866455
synthetic,2025-06-12_rep00,2025-06-12,summer,PSO,0,9.758859177935362,0.05581545829772949
synthetic,2025-06-12_rep00,2025-06-12,summer,PSO,1,9.608520184731326,0.05574202537536621
synthetic,2025-06-12_rep00,2025-06-12,summer,GWO,0,6.837573952423897,0.12025928497314453
synthetic,2025-06-12_rep00,2025-06-12,summer,GWO,1,6.7789123225003,0.11971020698547363
synthetic,2025-06-12_rep00,2025-06-12,summer,Hybrid,0,8.360555160941768,0.06669068336486816
synthetic,2025-06-12_rep00,2025-06-12,summer,Hybrid,1,9.153954664686422,0.06670355796813965
synthetic,2025-06-28_rep00,2025-06-28,summer,GA (P=50),0,5.413222005353034,0.08047151565551758
synthetic,2025-06-28_rep00,2025-06-28,summer,GA (P=50),1,5.232367098310932,0.08006048202514648
synthetic,2025-06-28_rep00,2025-06-28,summer,GA (P=100),0,5.43569436226115,0.1579575538635254
synthetic,2025-06-28_rep00,2025-06-28,summer,GA (P=100),1,5.462347145077162,0.1588752269744873
synthetic,2025-06-28_rep00,2025-06-28,summer,PSO,0,7.324300785837568,0.05667734146118164
synthetic,2025-06-28_rep00,2025-06-28,summer,PSO,1,8.363434096861722,0.05636310577392578
synthetic,2025-06-28_rep00,2025-06-28,summer,GWO,0,5.886763980162041,0.12017512321472168
synthetic,2025-06-28_rep00,2025-06-28,summer,GWO,1,6.288118837547833,0.1194455623626709
synthetic,2025-06-28_rep00,2025-06-28,summer,Hybrid,0,6.853607512482783,0.06702876091003418
synthetic,2025-06-28_rep00,2025-06-28,summer,Hybrid,1,6.769516413877739,0.06662750244140625
synthetic,2025-08-01_rep00,2025-08-01,summer,GA (P=50),0,5.987195199315254,0.07953834533691406
